customer_id,order_id,order_date,ship_date,ship_mode,months
AH-10465,CA-2017-145275,02-04-2017,06-04-2017,Standard Class,April    
AP-10915,US-2016-164588,16-04-2016,23-04-2016,Standard Class,April    
CC-12610,CA-2014-124688,27-08-2014,29-08-2014,First Class,August   
JM-15535,CA-2015-138534,17-07-2015,19-07-2015,Second Class,July     
MV-18190,CA-2016-123512,17-06-2016,19-06-2016,First Class,June     
DA-13450,US-2017-158512,12-01-2017,17-01-2017,Second Class,January  
SG-20605,CA-2014-146997,23-01-2014,27-01-2014,Standard Class,January  
KH-16690,CA-2014-163223,21-03-2014,25-03-2014,Standard Class,March    
KM-16720,CA-2017-167395,02-12-2017,04-12-2017,First Class,December 
JE-15610,CA-2017-119494,09-11-2017,13-11-2017,Standard Class,November 
ME-17725,CA-2015-161830,24-09-2015,26-09-2015,Second Class,September
ED-13885,CA-2014-110352,23-11-2014,29-11-2014,Standard Class,November 
KT-16465,CA-2016-112669,14-04-2016,14-04-2016,Same Day,April    
LH-17020,CA-2017-105991,05-05-2017,06-05-2017,First Class,May      
AM-10705,CA-2015-138457,13-09-2015,17-09-2015,Standard Class,September
GA-14515,US-2017-143175,03-08-2017,06-08-2017,Second Class,August   
FC-14245,CA-2017-167640,06-03-2017,10-03-2017,Standard Class,March    
DL-13315,CA-2016-146941,10-12-2016,13-12-2016,First Class,December 
BW-11200,US-2017-106579,08-06-2017,13-06-2017,Standard Class,June     
GH-14410,US-2017-131849,06-06-2017,10-06-2017,Standard Class,June     
MS-17365,CA-2017-147942,01-04-2017,05-04-2017,Standard Class,April    
AJ-10780,CA-2015-165554,18-05-2015,22-05-2015,Standard Class,May      
MW-18220,CA-2016-138667,27-12-2016,30-12-2016,Second Class,December 
HG-14965,CA-2016-145919,18-12-2016,23-12-2016,Standard Class,December 
CK-12325,CA-2014-104472,02-06-2014,07-06-2014,Standard Class,June     
DK-13375,CA-2017-166835,12-11-2017,14-11-2017,Second Class,November 
MH-17620,CA-2017-130841,28-07-2017,01-08-2017,Standard Class,July     
KB-16585,CA-2015-103716,30-04-2015,06-05-2015,Standard Class,April    
JF-15355,CA-2015-132486,23-10-2015,27-10-2015,Second Class,October  
JK-15730,CA-2016-108616,29-09-2016,03-10-2016,Standard Class,September
JD-15895,CA-2016-157161,16-07-2016,20-07-2016,Second Class,July     
MC-17845,CA-2017-148446,10-12-2017,14-12-2017,Second Class,December 
KH-16690,CA-2017-163979,28-12-2017,02-01-2018,Second Class,December 
MC-17425,CA-2015-161711,28-11-2015,03-12-2015,Standard Class,November 
AS-10285,CA-2017-149706,11-12-2017,12-12-2017,First Class,December 
KM-16375,CA-2016-149454,25-07-2016,26-07-2016,First Class,July     
DM-13345,CA-2016-114482,21-11-2016,25-11-2016,Second Class,November 
RP-19855,CA-2015-154326,15-02-2015,19-02-2015,Standard Class,February 
SC-20440,CA-2017-131366,24-11-2017,29-11-2017,Standard Class,November 
CA-11965,CA-2017-122112,25-09-2017,29-09-2017,Standard Class,September
LB-16795,US-2016-157490,06-10-2016,07-10-2016,First Class,October  
SE-20110,US-2014-107993,25-11-2014,30-11-2014,Standard Class,November 
AP-10720,CA-2014-127964,03-03-2014,08-03-2014,Standard Class,March    
TC-20980,CA-2016-129693,26-11-2016,02-12-2016,Standard Class,November 
ML-17395,CA-2017-156363,22-10-2017,28-10-2017,Standard Class,October  
SH-20395,CA-2017-126774,15-04-2017,17-04-2017,First Class,April    
JL-15175,CA-2015-158701,05-01-2015,10-01-2015,Standard Class,January  
RD-19930,CA-2014-120775,03-10-2014,07-10-2014,Standard Class,October  
AP-10915,CA-2014-146969,29-09-2014,03-10-2014,Standard Class,September
JE-15715,CA-2016-105081,25-12-2016,30-12-2016,Standard Class,December 
CK-12760,US-2017-166611,28-03-2017,02-04-2017,Standard Class,March    
EM-14140,CA-2014-168158,19-07-2014,24-07-2014,Standard Class,July     
DG-13300,US-2016-106313,22-08-2016,26-08-2016,Standard Class,August   
DV-13465,CA-2015-146486,09-11-2015,14-11-2015,Second Class,November 
JK-15325,US-2014-168501,21-11-2014,27-11-2014,Standard Class,November 
RO-19780,CA-2017-148411,24-09-2017,26-09-2017,First Class,September
CC-12475,CA-2016-155033,07-10-2016,12-10-2016,Standard Class,October  
IL-15100,CA-2017-143063,10-08-2017,15-08-2017,Standard Class,August   
PW-19030,CA-2016-113607,14-10-2016,18-10-2016,Standard Class,October  
BV-11245,CA-2016-123526,24-12-2016,25-12-2016,First Class,December 
FH-14275,CA-2017-162474,13-03-2017,16-03-2017,First Class,March    
GH-14410,CA-2014-114125,09-07-2014,13-07-2014,Standard Class,July     
CM-12235,CA-2016-144309,10-12-2016,16-12-2016,Standard Class,December 
BP-11155,CA-2016-154767,28-06-2016,30-06-2016,Second Class,June     
NC-18415,CA-2015-144190,09-06-2015,13-06-2015,Standard Class,June     
CS-12505,CA-2016-134208,17-09-2016,23-09-2016,Standard Class,September
MA-17995,CA-2014-132010,13-10-2014,15-10-2014,First Class,October  
SC-20680,CA-2016-155383,17-12-2016,22-12-2016,Standard Class,December 
PL-18925,US-2016-113509,15-03-2016,19-03-2016,Standard Class,March    
LC-16960,CA-2016-105753,20-10-2016,26-10-2016,Standard Class,October  
SA-20830,CA-2017-124436,19-03-2017,22-03-2017,Second Class,March    
LB-16795,US-2016-155768,01-12-2016,01-12-2016,Same Day,December 
BG-11740,CA-2015-154200,18-06-2015,22-06-2015,Standard Class,June     
FP-14320,CA-2016-125850,22-01-2016,28-01-2016,Standard Class,January  
IL-15100,CA-2014-152296,01-08-2014,03-08-2014,First Class,August   
SV-20785,CA-2015-162887,07-11-2015,09-11-2015,Second Class,November 
KB-16315,US-2014-159611,27-12-2014,01-01-2015,Second Class,December 
HP-14815,CA-2017-111689,30-11-2017,02-12-2017,Second Class,November 
PN-18775,CA-2015-141936,07-08-2015,12-08-2015,Standard Class,August   
LC-17050,CA-2014-115161,31-01-2014,02-02-2014,First Class,January  
CD-11980,CA-2016-100083,24-11-2016,29-11-2016,Standard Class,November 
JW-15220,US-2015-115238,30-04-2015,04-05-2015,Standard Class,April    
AH-10690,CA-2016-113831,30-05-2016,03-06-2016,Standard Class,May      
JC-15385,CA-2017-108560,08-07-2017,15-07-2017,Standard Class,July     
CC-12100,CA-2016-129308,07-07-2016,13-07-2016,Standard Class,July     
MG-17890,CA-2017-166933,24-04-2017,28-04-2017,Standard Class,April    
MM-18280,CA-2015-119592,14-12-2015,16-12-2015,Second Class,December 
PG-18895,CA-2016-111010,22-01-2016,28-01-2016,Standard Class,January  
DN-13690,CA-2016-151498,21-04-2016,24-04-2016,First Class,April    
SK-19990,CA-2017-119193,22-12-2017,24-12-2017,First Class,December 
KC-16255,CA-2015-109470,31-12-2015,03-01-2016,Second Class,December 
EH-14125,CA-2017-124744,21-06-2017,25-06-2017,Standard Class,June     
SA-20830,CA-2017-122154,09-04-2017,11-04-2017,First Class,April    
MH-17455,CA-2017-154809,13-02-2017,17-02-2017,Standard Class,February 
ZD-21925,CA-2017-141481,11-06-2017,14-06-2017,First Class,June     
BS-11665,CA-2016-101791,27-05-2016,31-05-2016,Standard Class,May      
JL-15505,CA-2014-103590,30-11-2014,04-12-2014,Standard Class,November 
GA-14515,CA-2015-155306,17-04-2015,21-04-2015,Standard Class,April    
KT-16480,US-2014-140116,10-03-2014,17-03-2014,Standard Class,March    
OT-18730,CA-2016-107783,28-07-2016,29-07-2016,First Class,July     
RR-19525,US-2015-131842,05-12-2015,08-12-2015,First Class,December 
MH-17290,US-2016-135209,29-12-2016,31-12-2016,Second Class,December 
RF-19840,CA-2016-136686,12-12-2016,16-12-2016,Standard Class,December 
SN-20710,CA-2017-152702,12-10-2017,16-10-2017,Standard Class,October  
GG-14650,CA-2016-129686,27-11-2016,29-11-2016,Second Class,November 
JL-15130,CA-2017-150910,22-12-2017,28-12-2017,Standard Class,December 
BW-11200,CA-2017-143343,10-06-2017,13-06-2017,First Class,June     
IM-15070,CA-2015-104346,11-12-2015,16-12-2015,Standard Class,December 
JG-15160,US-2017-116897,27-05-2017,29-05-2017,First Class,May      
SP-20860,US-2015-126753,16-08-2015,20-08-2015,Standard Class,August   
PJ-19015,CA-2017-151218,20-06-2017,23-06-2017,First Class,June     
SH-19975,CA-2016-125164,10-11-2016,14-11-2016,Standard Class,November 
JG-15115,CA-2014-142951,08-10-2014,08-10-2014,Same Day,October  
PO-18865,CA-2017-108756,25-12-2017,29-12-2017,Standard Class,December 
SJ-20215,CA-2017-100615,20-04-2017,24-04-2017,Standard Class,April    
JL-15130,CA-2017-120894,28-04-2017,02-05-2017,Standard Class,April    
SS-20515,US-2016-163538,26-08-2016,30-08-2016,Standard Class,August   
NM-18445,CA-2014-150581,08-04-2014,12-04-2014,Standard Class,April    
KL-16555,CA-2017-160395,31-12-2016,06-01-2017,Standard Class,December 
CK-12595,CA-2015-120516,13-08-2015,17-08-2015,Standard Class,August   
AR-10345,CA-2015-139374,10-09-2015,14-09-2015,Standard Class,September
CG-12040,CA-2017-143217,11-11-2017,17-11-2017,Standard Class,November 
CK-12595,CA-2016-119683,12-03-2016,16-03-2016,Second Class,March    
PK-19075,CA-2014-105893,11-11-2014,18-11-2014,Standard Class,November 
PO-19195,CA-2015-156335,25-09-2015,28-09-2015,Second Class,September
SZ-20035,CA-2017-129000,25-11-2017,27-11-2017,Second Class,November 
KF-16285,CA-2017-112333,08-04-2017,14-04-2017,Standard Class,April    
AJ-10945,US-2015-132836,01-06-2015,05-06-2015,Standard Class,June     
GT-14710,CA-2017-161774,14-05-2017,15-05-2017,First Class,May      
SM-20950,CA-2017-120614,30-05-2017,04-06-2017,Standard Class,May      
RB-19360,CA-2016-156573,29-05-2016,02-06-2016,Standard Class,May      
NC-18340,CA-2017-111332,20-05-2017,22-05-2017,Second Class,May      
PF-19225,CA-2016-114972,03-11-2016,06-11-2016,First Class,November 
MM-17920,CA-2017-121216,23-12-2017,25-12-2017,Second Class,December 
LD-17005,CA-2016-139878,11-11-2016,16-11-2016,Standard Class,November 
TD-20995,CA-2017-103156,23-11-2017,24-11-2017,First Class,November 
SC-20800,CA-2016-168536,20-12-2016,24-12-2016,Standard Class,December 
PW-19030,CA-2015-127327,03-02-2015,07-02-2015,Standard Class,February 
RD-19930,CA-2017-160122,18-11-2017,23-11-2017,Standard Class,November 
JO-15145,CA-2014-159121,26-07-2014,01-08-2014,Standard Class,July     
BM-11140,CA-2014-139892,08-09-2014,12-09-2014,Standard Class,September
NS-18640,US-2015-160563,20-10-2015,24-10-2015,Standard Class,October  
TS-21505,CA-2016-113978,25-09-2016,29-09-2016,Standard Class,September
MG-18145,CA-2014-137274,29-03-2014,02-04-2014,Standard Class,March    
DP-13000,CA-2014-122609,12-11-2014,18-11-2014,Standard Class,November 
TS-21505,CA-2017-106747,03-07-2017,04-07-2017,First Class,July     
SS-20140,CA-2017-136063,15-12-2017,19-12-2017,Standard Class,December 
MS-17365,CA-2015-120103,24-12-2015,29-12-2015,Standard Class,December 
TH-21550,CA-2014-113887,05-04-2014,07-04-2014,First Class,April    
FC-14245,CA-2016-147256,17-10-2016,21-10-2016,Second Class,October  
QJ-19255,CA-2015-117086,08-11-2015,12-11-2015,Standard Class,November 
SC-20380,CA-2015-113740,24-08-2015,28-08-2015,Second Class,August   
CR-12625,CA-2016-162159,16-09-2016,18-09-2016,First Class,September
CA-12055,CA-2015-162621,05-09-2015,11-09-2015,Standard Class,September
Dp-13240,CA-2015-139962,13-12-2015,20-12-2015,Standard Class,December 
MZ-17515,US-2014-128685,04-04-2014,05-04-2014,First Class,April    
MF-18250,CA-2015-128013,09-08-2015,16-08-2015,Standard Class,August   
MS-17830,CA-2014-135405,09-01-2014,13-01-2014,Standard Class,January  
TN-21040,CA-2015-140557,07-09-2015,11-09-2015,Standard Class,September
BW-11200,US-2014-167633,30-09-2014,05-10-2014,Standard Class,September
EH-14185,CA-2014-143840,22-05-2014,29-05-2014,Standard Class,May      
CS-11950,CA-2017-102820,07-05-2017,11-05-2017,Standard Class,May      
MB-18085,CA-2016-112382,09-05-2016,13-05-2016,Standard Class,May      
SC-20575,CA-2017-132955,24-06-2017,28-06-2017,Standard Class,June     
DP-13390,CA-2016-138478,21-10-2016,26-10-2016,Second Class,October  
AB-10060,CA-2017-118213,05-11-2017,07-11-2017,First Class,November 
MC-18100,CA-2014-123855,18-06-2014,23-06-2014,Standard Class,June     
AZ-10750,CA-2015-130876,12-05-2015,16-05-2015,Second Class,May      
MC-17845,CA-2016-146143,14-12-2016,19-12-2016,Standard Class,December 
JB-15400,CA-2015-145821,01-05-2015,07-05-2015,Standard Class,May      
MT-18070,CA-2017-140963,10-06-2017,13-06-2017,First Class,June     
BN-11515,CA-2014-103940,17-09-2014,21-09-2014,Standard Class,September
PB-19150,US-2014-150532,14-07-2014,21-07-2014,Standard Class,July     
NC-18415,CA-2014-165393,27-12-2014,30-12-2014,First Class,December 
KM-16660,CA-2014-133543,22-12-2014,26-12-2014,Standard Class,December 
AG-10675,CA-2017-163335,24-09-2017,27-09-2017,First Class,September
CK-12205,CA-2014-131541,28-07-2014,28-07-2014,Same Day,July     
AS-10045,US-2014-150126,27-07-2014,02-08-2014,Standard Class,July     
JL-15835,US-2015-138121,17-12-2015,17-12-2015,Same Day,December 
CA-12775,CA-2014-140858,28-06-2014,02-07-2014,Standard Class,June     
KC-16675,CA-2016-138695,28-05-2016,03-06-2016,Standard Class,May      
TM-21010,CA-2014-154669,08-08-2014,11-08-2014,Second Class,August   
KM-16225,CA-2017-148012,09-12-2017,15-12-2017,Standard Class,December 
JO-15280,US-2016-115819,19-04-2016,24-04-2016,Second Class,April    
KD-16615,CA-2017-129294,16-03-2017,21-03-2017,Standard Class,March    
GM-14440,US-2017-121251,26-03-2017,27-03-2017,First Class,March    
QJ-19255,CA-2016-134425,08-12-2016,12-12-2016,Second Class,December 
JH-15910,CA-2016-130162,28-10-2016,01-11-2016,Standard Class,October  
EJ-14155,CA-2017-147410,04-09-2017,08-09-2017,Standard Class,September
AA-10645,CA-2014-154963,22-06-2014,27-06-2014,Standard Class,June     
AR-10510,US-2014-105767,23-05-2014,27-05-2014,Standard Class,May      
ME-17320,US-2017-124926,13-11-2017,18-11-2017,Second Class,November 
SM-20905,CA-2016-129280,03-05-2016,05-05-2016,First Class,May      
CA-12310,US-2016-116365,03-01-2016,08-01-2016,Standard Class,January  
MD-17350,CA-2017-149181,08-05-2017,12-05-2017,Standard Class,May      
JD-15790,CA-2015-134719,10-10-2015,15-10-2015,Standard Class,October  
HG-14845,CA-2017-150504,06-11-2017,12-11-2017,Standard Class,November 
JP-16135,CA-2014-113964,23-09-2014,30-09-2014,Standard Class,September
RA-19285,CA-2017-141929,04-09-2017,08-09-2017,Standard Class,September
SM-20320,CA-2014-145317,18-03-2014,23-03-2014,Standard Class,March    
MP-17470,CA-2014-145926,17-11-2014,21-11-2014,Standard Class,November 
LE-16810,CA-2016-157245,19-05-2016,24-05-2016,Standard Class,May      
EB-13870,CA-2016-144939,03-10-2016,08-10-2016,Standard Class,October  
RM-19675,CA-2017-145219,24-12-2017,25-12-2017,First Class,December 
DL-13330,CA-2017-143329,03-11-2017,08-11-2017,Standard Class,November 
NF-18385,CA-2016-113551,18-08-2016,20-08-2016,First Class,August   
LO-17170,CA-2017-118367,28-10-2017,02-11-2017,Second Class,October  
ME-17725,CA-2017-137449,29-06-2017,30-06-2017,First Class,June     
YC-21895,CA-2016-123932,06-09-2016,12-09-2016,Standard Class,September
VM-21685,CA-2017-107720,06-11-2017,13-11-2017,Standard Class,November 
CB-12025,US-2017-152898,11-09-2017,15-09-2017,Standard Class,September
PN-18775,CA-2016-138597,18-12-2016,21-12-2016,First Class,December 
SG-20890,CA-2016-144337,01-08-2016,05-08-2016,Second Class,August   
RH-19555,CA-2015-110247,04-12-2015,08-12-2015,Standard Class,December 
SC-20380,CA-2017-153843,13-03-2017,15-03-2017,First Class,March    
MK-17905,CA-2017-164917,02-12-2017,07-12-2017,Standard Class,December 
SW-20275,CA-2017-119305,30-11-2017,04-12-2017,Standard Class,November 
BE-11410,CA-2016-125220,14-10-2016,19-10-2016,Standard Class,October  
AG-10330,CA-2017-104927,22-12-2017,26-12-2017,Standard Class,December 
MJ-17740,CA-2017-147291,11-03-2017,17-03-2017,Standard Class,March    
HR-14830,CA-2014-127131,24-11-2014,30-11-2014,Standard Class,November 
CM-12655,CA-2015-140410,03-11-2015,07-11-2015,Standard Class,November 
BG-11740,CA-2016-165995,30-08-2016,06-09-2016,Standard Class,August   
IL-15100,US-2015-114741,06-12-2015,10-12-2015,Standard Class,December 
MP-18175,CA-2017-167661,05-10-2017,10-10-2017,Standard Class,October  
KA-16525,CA-2017-168641,24-11-2017,01-12-2017,Standard Class,November 
PB-18805,CA-2016-125738,15-10-2016,21-10-2016,Standard Class,October  
VM-21835,US-2014-129609,22-03-2014,22-03-2014,Same Day,March    
EB-13750,CA-2015-166947,05-06-2015,10-06-2015,Standard Class,June     
FO-14305,US-2016-142251,31-10-2016,04-11-2016,Second Class,October  
GB-14575,CA-2016-137337,08-03-2016,12-03-2016,Standard Class,March    
CY-12745,CA-2015-112144,28-06-2015,02-07-2015,Standard Class,June     
RF-19345,CA-2014-124079,13-12-2014,17-12-2014,Standard Class,December 
GM-14500,US-2017-123834,21-07-2017,25-07-2017,Standard Class,July     
MD-17860,CA-2017-100055,28-05-2017,01-06-2017,Standard Class,May      
CJ-11875,CA-2016-163951,30-12-2016,02-01-2017,First Class,December 
PA-19060,CA-2014-148761,17-05-2014,21-05-2014,Standard Class,May      
SC-20575,CA-2017-101728,19-08-2017,23-08-2017,Standard Class,August   
JH-15820,CA-2017-132122,09-07-2017,14-07-2017,Standard Class,July     
RL-19615,CA-2016-144764,02-09-2016,08-09-2016,Standard Class,September
JE-15610,CA-2015-121720,11-06-2015,12-06-2015,First Class,June     
YS-21880,CA-2015-129532,08-12-2015,12-12-2015,Standard Class,December 
MS-17770,CA-2014-119032,27-11-2014,03-12-2014,Standard Class,November 
RP-19390,US-2017-145863,21-04-2017,27-04-2017,Standard Class,April    
CJ-12010,CA-2016-128818,07-05-2016,11-05-2016,Standard Class,May      
AA-10375,CA-2017-100230,11-12-2017,15-12-2017,Standard Class,December 
Co-12640,CA-2016-140543,29-06-2016,03-07-2016,Second Class,June     
AR-10405,CA-2014-157882,03-10-2014,08-10-2014,Second Class,October  
MH-17785,CA-2014-124429,27-05-2014,27-05-2014,Same Day,May      
PS-18970,CA-2015-140830,30-11-2015,02-12-2015,Second Class,November 
CL-12565,CA-2016-153178,14-09-2016,18-09-2016,Standard Class,September
RF-19345,CA-2016-145009,05-12-2016,08-12-2016,Second Class,December 
GD-14590,CA-2016-121223,11-09-2016,13-09-2016,Second Class,September
FG-14260,CA-2017-127460,10-07-2017,14-07-2017,Standard Class,July     
AJ-10795,CA-2014-106810,14-05-2014,20-05-2014,Standard Class,May      
SC-20095,US-2014-157385,23-11-2014,25-11-2014,First Class,November 
TB-21190,CA-2017-162096,10-11-2017,10-11-2017,Same Day,November 
NM-18520,CA-2016-168844,31-05-2016,06-06-2016,Standard Class,May      
AB-10165,CA-2017-131212,05-12-2017,09-12-2017,Standard Class,December 
LH-16900,US-2017-169320,23-07-2017,25-07-2017,Second Class,July     
